"","nlcd","elevation","aspect","slope","x","y","aspect_categorical","animal_id","use"
"87695",6,2274.560546875,308.598327636719,5.95999670028687,-1118940,1720380,"W","D8",1
"876951",6,2274.560546875,308.598327636719,5.95999670028687,-1118940,1720380,"W","D8",1
"89627",6,2288.2998046875,190.310073852539,2.87142372131348,-1118580,1720260,"S","D8",1
"96818",2,2277.53393554688,232.233810424805,1.98192512989044,-1118850,1719810,"W","D8",1
"116456",5,2227.96850585938,262.334594726562,3.42491483688354,-1120110,1718580,"W","D8",1
"116455",5,2225.75219726562,265.663818359375,4.66370391845703,-1120140,1718580,"W","D8",1
"1164561",5,2227.96850585938,262.334594726562,3.42491483688354,-1120110,1718580,"W","D8",1
"115496",5,2227.68920898438,268.068054199219,3.96192622184753,-1120110,1718640,"W","D8",1
"111174",6,2219.16455078125,269.258117675781,4.82090950012207,-1120170,1718910,"W","D8",1
"1111741",6,2219.16455078125,269.258117675781,4.82090950012207,-1120170,1718910,"W","D8",1
"109736",5,2224.06079101562,264.850402832031,4.88876676559448,-1120110,1719000,"W","D8",1
"1068611",5,2226.79272460938,311.262054443359,7.2303318977356,-1119960,1719180,"W","D8",1
"1030303",5,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1030312",5,2220.7626953125,302.661285400391,9.29150867462158,-1119660,1719420,"W","D8",1
"1030304",5,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1015931",5,2221.59545898438,286.388366699219,9.13426971435547,-1119600,1719510,"W","D8",1
"102554",6,2232.13647460938,293.548126220703,9.23941230773926,-1119570,1719450,"W","D8",1
"101089",6,2224.91528320312,222.185333251953,2.69773030281067,-1120320,1719540,"S","D8",1
"100607",6,2222.185546875,272.078063964844,4.92762851715088,-1120380,1719570,"W","D8",1
"101582",6,2225.46069335938,157.043807983398,9.35349941253662,-1119930,1719510,"S","D8",1
"102068",6,2214.0556640625,192.623519897461,4.29879188537598,-1119750,1719480,"S","D8",1
"101588",6,2217.71411132812,163.78190612793,8.42057704925537,-1119750,1719510,"S","D8",1
"10255213",6,2221.8896484375,295.2294921875,10.2622385025024,-1119630,1719450,"W","D8",1
"96795",6,2224.42651367188,250.648376464844,5.43750619888306,-1119540,1719810,"W","D8",1
"95360",6,2244.3408203125,232.378372192383,10.4146385192871,-1119390,1719900,"W","D8",1
"93917",6,2238.21020507812,229.47900390625,12.5514888763428,-1119480,1719990,"W","D8",1
"93437",5,2242.67822265625,235.170272827148,12.3754386901855,-1119480,1720020,"W","D8",1
"939171",6,2238.21020507812,229.47900390625,12.5514888763428,-1119480,1719990,"W","D8",1
"98233",6,2222.423828125,122.020843505859,7.09860372543335,-1119600,1719720,"E","D8",1
"102067",6,2214.15502929688,174.58171081543,5.92965650558472,-1119780,1719480,"S","D8",1
"115973",5,2220.04370117188,264.130035400391,5.87864208221436,-1120200,1718610,"W","D8",1
"97277",5,2235.24975585938,296.44287109375,8.39778804779053,-1119480,1719780,"W","D8",1
"92958",6,2248.75146484375,241.26611328125,6.61810541152954,-1119450,1720050,"W","D8",1
"91520",6,2253.32763671875,288.671447753906,4.9669394493103,-1119390,1720140,"W","D8",1
"86251",6,2258.50317382812,297.614318847656,4.38947153091431,-1119060,1720470,"W","D8",1
"795672",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"795673",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"75730",6,2309.1201171875,168.894424438477,7.24799108505249,-1117890,1721130,"S","D8",1
"66616",6,2317.77490234375,200.789215087891,3.87500548362732,-1117710,1721700,"S","D8",1
"81450",6,2265.8349609375,157.923675537109,4.7107720375061,-1119090,1720770,"S","D8",1
"81930",6,2263.2822265625,151.602233886719,5.14223051071167,-1119090,1720740,"S","D8",1
"86250",6,2256.4716796875,294.834564208984,4.80245018005371,-1119090,1720470,"W","D8",1
"86727",6,2250.66650390625,289.950347900391,4.95602130889893,-1119180,1720440,"W","D8",1
"800461",5,2295.61987304688,298.646697998047,7.16718530654907,-1118010,1720860,"W","D8",1
"79565",5,2290.798828125,299.468933105469,5.49307727813721,-1118040,1720890,"W","D8",1
"79085",5,2289.421875,283.22998046875,3.88655185699463,-1118040,1720920,"W","D8",1
"78122",6,2295.13671875,149.565414428711,7.6034460067749,-1118130,1720980,"S","D8",1
"867381",6,2274.59790039062,310.032379150391,7.51906299591064,-1118850,1720440,"W","D8",1
"89620",2,2281.79174804688,215.994277954102,1.86412739753723,-1118790,1720260,"S","D8",1
"89151",6,2288.42919921875,167.477172851562,3.72889924049377,-1118460,1720290,"S","D8",1
"89618",2,2280.39038085938,223.577941894531,1.91493737697601,-1118850,1720260,"S","D8",1
"805151",6,2275.5029296875,250.609817504883,5.20651769638062,-1118340,1720830,"W","D8",1
"805152",6,2275.5029296875,250.609817504883,5.20651769638062,-1118340,1720830,"W","D8",1
"79568",5,2300.64184570312,287.7373046875,6.02059173583984,-1117950,1720890,"W","D8",1
"79558",6,2289.06591796875,187.161926269531,4.52259206771851,-1118250,1720890,"S","D8",1
"88147",3,2253.02490234375,245.034942626953,2.14248514175415,-1119780,1720350,"W","D8",1
"89113",3,2253.36743164062,102.487945556641,4.91718769073486,-1119600,1720290,"E","D8",1
"91990",3,2254.31689453125,118.252769470215,2.682781457901,-1119690,1720110,"E","D8",1
"95351",6,2244.30834960938,114.683258056641,6.94456386566162,-1119660,1719900,"E","D8",1
"1015932",5,2221.59545898438,286.388366699219,9.13426971435547,-1119600,1719510,"W","D8",1
"1015933",5,2221.59545898438,286.388366699219,9.13426971435547,-1119600,1719510,"W","D8",1
"1015934",5,2221.59545898438,286.388366699219,9.13426971435547,-1119600,1719510,"W","D8",1
"1015935",5,2221.59545898438,286.388366699219,9.13426971435547,-1119600,1719510,"W","D8",1
"97740",6,2243.07885742188,209.444107055664,1.99855804443359,-1119990,1719750,"S","D8",1
"91032",3,2252.01806640625,103.653717041016,4.90875673294067,-1119630,1720170,"E","D8",1
"94393",6,2242.02465820312,102.68839263916,8.79139423370361,-1119600,1719960,"E","D8",1
"96308",3,2248.49853515625,126.475517272949,2.95708751678467,-1119750,1719840,"E","D8",1
"84822",5,2273.697265625,310.548583984375,7.0401177406311,-1118730,1720560,"W","D8",1
"83865",5,2272.45971679688,323.347229003906,7.44330644607544,-1118640,1720620,"N","D8",1
"83864",6,2270.83862304688,333.901824951172,6.49122762680054,-1118670,1720620,"N","D8",1
"84355",6,2293.35620117188,291.900085449219,3.17080569267273,-1118340,1720590,"W","D8",1
"93458",2,2275.59594726562,305.277374267578,3.1224536895752,-1118850,1720020,"W","D8",1
"90091",6,2273.51440429688,267.869445800781,3.26900887489319,-1119060,1720230,"W","D8",1
"85798",6,2294.61181640625,186.405776977539,0.726505219936371,-1118250,1720500,"S","D8",1
"85321",6,2296.55078125,224.63053894043,2.26451873779297,-1118160,1720530,"S","D8",1
"72867",5,2317.0859375,185.700500488281,4.47327995300293,-1117380,1721310,"S","D8",1
"71434",6,2323.35888671875,192.934967041016,3.70370054244995,-1117170,1721400,"S","D8",1
"65186",6,2332.73510742188,256.665832519531,3.07476663589478,-1117410,1721790,"W","D8",1
"723781",6,2323.54028320312,148.556442260742,3.84125447273254,-1117650,1721340,"S","D8",1
"72860",6,2318.03173828125,142.0244140625,6.13543081283569,-1117590,1721310,"S","D8",1
"89616",2,2278.65844726562,248.396118164062,2.27911186218262,-1118910,1720260,"W","D8",1
"86736",6,2270.59448242188,323.92333984375,7.45283889770508,-1118910,1720440,"N","D8",1
"80044",6,2290.47778320312,305.496612548828,6.3106951713562,-1118070,1720860,"W","D8",1
"80522",5,2287.89526367188,304.977600097656,7.39169502258301,-1118130,1720830,"W","D8",1
"805221",5,2287.89526367188,304.977600097656,7.39169502258301,-1118130,1720830,"W","D8",1
"83384",6,2268.27978515625,321.253601074219,3.96761298179626,-1118670,1720650,"N","D8",1
"93933",6,2268.08520507812,261.041381835938,3.54732847213745,-1119000,1719990,"W","D8",1
"97774",2,2272.73461914062,246.983184814453,1.93647217750549,-1118970,1719750,"W","D8",1
"92025",5,2280.32348632812,293.775299072266,3.78539395332336,-1118640,1720110,"W","D8",1
"99212",2,2269.9658203125,261.534240722656,2.28845286369324,-1119030,1719660,"W","D8",1
"80995",6,2276.6181640625,324.011871337891,4.10316753387451,-1118340,1720800,"N","D8",1
"80516",6,2278.67407226562,232.426025390625,7.31584930419922,-1118310,1720830,"W","D8",1
"805153",6,2275.5029296875,250.609817504883,5.20651769638062,-1118340,1720830,"W","D8",1
"83867",5,2276.52856445312,321.601440429688,7.4158148765564,-1118580,1720620,"N","D8",1
"101601",6,2254.95361328125,251.479598999023,3.47085547447205,-1119360,1719510,"W","D8",1
"105438",2,2249.5830078125,270.960021972656,3.27081656455994,-1119450,1719270,"W","D8",1
"1030305",5,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"103989",6,2222.16015625,331.585357666016,6.50634288787842,-1119720,1719360,"N","D8",1
"1030306",5,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1030307",5,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"1025481",5,2213.46215820312,265.482238769531,2.33150744438171,-1119750,1719450,"W","D8",1
"105423",6,2219.83325195312,332.818603515625,6.95740461349487,-1119900,1719270,"N","D8",1
"111163",6,2199.98193359375,84.7774658203125,5.10510587692261,-1120500,1718910,"E","D8",1
"106847",6,2202.185546875,165.217788696289,4.58806228637695,-1120380,1719180,"S","D8",1
"114059",3,2231.57153320312,248.030838012695,1.64818167686462,-1120020,1718730,"W","D8",1
"1126121",6,2215.16821289062,268.483551025391,4.80056524276733,-1120230,1718820,"W","D8",1
"115014",5,2222.4013671875,274.471923828125,5.07574701309204,-1120170,1718670,"W","D8",1
"116453",5,2220.267578125,264.404052734375,5.90064096450806,-1120200,1718580,"W","D8",1
"114533",5,2219.2734375,272.102478027344,4.94837713241577,-1120200,1718700,"W","D8",1
"1030308",5,2217.73583984375,312.613555908203,6.66671514511108,-1119690,1719420,"W","D8",1
"113579",3,2231.61303710938,262.431701660156,2.26810503005981,-1120020,1718760,"W","D8",1
"111185",6,2232.93872070312,211.422653198242,1.9205334186554,-1119840,1718910,"S","D8",1
"114066",6,2231.95629882812,240.666397094727,4.17677116394043,-1119810,1718730,"W","D8",1
"105911",6,2236.70336914062,346.731903076172,4.26778888702393,-1119660,1719240,"N","D8",1
"800462",5,2295.61987304688,298.646697998047,7.16718530654907,-1118010,1720860,"W","D8",1
"800463",5,2295.61987304688,298.646697998047,7.16718530654907,-1118010,1720860,"W","D8",1
"80526",6,2297.99194335938,304.137725830078,6.74556159973145,-1118010,1720830,"W","D8",1
"75733",6,2302.99731445312,173.204864501953,7.54389476776123,-1117800,1721130,"S","D8",1
"78618",6,2313.5908203125,232.08625793457,4.99329519271851,-1117650,1720950,"W","D8",1
"89152",6,2288.37426757812,185.348388671875,2.98544597625732,-1118430,1720290,"S","D8",1
"891521",6,2288.37426757812,185.348388671875,2.98544597625732,-1118430,1720290,"S","D8",1
"93921",6,2255.26171875,246.166030883789,6.41818761825562,-1119360,1719990,"W","D8",1
"77635",6,2289.7666015625,247.525177001953,5.20884037017822,-1118340,1721010,"W","D8",1
"60399",6,2350.76123046875,268.668365478516,2.98659873008728,-1117020,1722090,"W","D8",1
"60397",6,2347.38208007812,263.286041259766,3.3035774230957,-1117080,1722090,"W","D8",1
"61834",6,2343.11547851562,267.623504638672,2.93596410751343,-1117170,1722000,"W","D8",1
"60883",5,2357.2265625,275.693237304688,2.98212504386902,-1116900,1722060,"W","D8",1
"63771",6,2363.97509765625,200.822525024414,1.45148503780365,-1116660,1721880,"S","D8",1
"62798",5,2347.68872070312,261.227661132812,3.14228272438049,-1117050,1721940,"W","D8",1
"67114",6,2343.83422851562,202.654251098633,3.02712368965149,-1117170,1721670,"S","D8",1
"72387",6,2321.58374023438,176.875015258789,7.20564556121826,-1117380,1721340,"S","D8",1
"67593",5,2342.0595703125,203.773971557617,3.10902810096741,-1117200,1721640,"S","D8",1
"64712",6,2341.48022460938,253.199325561523,2.66586017608643,-1117230,1721820,"W","D8",1
"61836",6,2346.10986328125,259.077514648438,2.53957605361938,-1117110,1722000,"W","D8",1
"61837",6,2347.29125976562,250.727401733398,2.58995604515076,-1117080,1722000,"W","D8",1
"63751",5,2339.16040039062,284.545776367188,2.69486117362976,-1117260,1721880,"W","D8",1
"63267",6,2333.75610351562,266.239440917969,2.70061588287354,-1117380,1721910,"W","D8",1
"63262",6,2328.22778320312,180.852264404297,0.922894179821014,-1117530,1721910,"S","D8",1
"66141",6,2324.93530273438,251.694808959961,2.56076717376709,-1117560,1721730,"W","D8",1
"67584",6,2329.66357421875,233.081939697266,1.55639135837555,-1117470,1721640,"W","D8",1
"67570",6,2311.224609375,173.7783203125,4.03193616867065,-1117890,1721640,"S","D8",1
"70914",6,2296.37231445312,182.779830932617,3.47614502906799,-1118370,1721430,"S","D8",1
"98708",6,2241.63647460938,119.45450592041,4.64723777770996,-1119750,1719690,"E","D8",1
"944001",6,2249.81494140625,236.72265625,9.02077007293701,-1119390,1719960,"W","D8",1
"92959",6,2250.97436523438,240.226303100586,5.37387609481812,-1119420,1720050,"W","D8",1
"93918",6,2243.3447265625,228.786407470703,10.153000831604,-1119450,1719990,"W","D8",1
"67110",6,2336.640625,266.169799804688,3.41509342193604,-1117290,1721670,"W","D8",1
"67601",5,2343.88842773438,266.169921875,7.20889616012573,-1116960,1721640,"W","D8",1
"72399",5,2326.9150390625,248.161529541016,4.36074733734131,-1117020,1721340,"W","D8",1
"65676",6,2347.45141601562,257.297729492188,3.20804524421692,-1117110,1721760,"W","D8",1
"75259",6,2312.68798828125,309.034088134766,5.30599546432495,-1117620,1721160,"W","D8",1
"78147",6,2328.947265625,260.453979492188,2.35278177261353,-1117380,1720980,"W","D8",1
"76705",5,2324.54833984375,304.63818359375,3.18151640892029,-1117440,1721070,"W","D8",1
"75748",6,2325.31030273438,325.554626464844,3.20045065879822,-1117350,1721130,"N","D8",1
"72866",5,2317.0693359375,186.245300292969,5.57126951217651,-1117410,1721310,"S","D8",1
"72400",5,2327.57250976562,244.967437744141,3.24397802352905,-1116990,1721340,"W","D8",1
"68079",5,2338.06713867188,243.559555053711,4.55582904815674,-1117020,1721610,"W","D8",1
"81486",5,2302.7041015625,305.661773681641,4.40716171264648,-1118010,1720770,"W","D8",1
"89629",6,2287.36596679688,158.34619140625,4.41582727432251,-1118520,1720260,"S","D8",1
"91543",6,2277.91821289062,233.281875610352,3.44836449623108,-1118700,1720140,"W","D8",1
"94412",6,2266.5458984375,244.655258178711,3.00889253616333,-1119030,1719960,"W","D8",1
"96804",5,2255.56811523438,291.290924072266,6.27222728729248,-1119270,1719810,"W","D8",1
"95370",6,2264.47436523438,280.607208251953,4.42416906356812,-1119090,1719900,"W","D8",1
"94890",6,2264.42651367188,206.373611450195,3.81113171577454,-1119090,1719930,"S","D8",1
"953701",6,2264.47436523438,280.607208251953,4.42416906356812,-1119090,1719900,"W","D8",1
"96326",6,2258.78540039062,300.78173828125,5.12141942977905,-1119210,1719840,"W","D8",1
"93448",6,2266.31884765625,249.023895263672,3.12121367454529,-1119150,1720020,"W","D8",1
"94411",6,2266.50170898438,178.569641113281,3.282879114151,-1119060,1719960,"S","D8",1
"94882",6,2254.76342773438,217.832702636719,5.53505611419678,-1119330,1719930,"S","D8",1
"85784",5,2283.15942382812,334.232543945312,2.83915948867798,-1118670,1720500,"N","D8",1
"819621",5,2296.591796875,298.668884277344,6.05823469161987,-1118130,1720740,"W","D8",1
"82923",6,2300.36547851562,294.026611328125,2.6867139339447,-1118100,1720680,"W","D8",1
"82443",6,2299.580078125,290.889831542969,3.16894054412842,-1118100,1720710,"W","D8",1
"76672",6,2287.09350585938,225.177047729492,2.17222785949707,-1118430,1721070,"W","D8",1
"82451",6,2310.8095703125,280.733001708984,2.85358667373657,-1117860,1720710,"W","D8",1
"824511",6,2310.8095703125,280.733001708984,2.85358667373657,-1117860,1720710,"W","D8",1
"78139",6,2317.46362304688,235.706436157227,4.71650648117065,-1117620,1720980,"W","D8",1
"75254",6,2306.767578125,171.949142456055,8.44572257995605,-1117770,1721160,"S","D8",1
"77172",6,2299.51416015625,269.553680419922,4.88961172103882,-1117830,1721040,"W","D8",1
"77171",5,2297.12377929688,238.190063476562,3.2852578163147,-1117860,1721040,"W","D8",1
"77651",6,2297.84252929688,292.596496582031,4.03904962539673,-1117860,1721010,"W","D8",1
"77167",6,2300.58740234375,173.325042724609,6.18218660354614,-1117980,1721040,"S","D8",1
"88192",6,2291.98754882812,177.273254394531,2.99104404449463,-1118430,1720350,"S","D8",1
"896291",6,2287.36596679688,158.34619140625,4.41582727432251,-1118520,1720260,"S","D8",1
"87718",5,2293.84326171875,250.130966186523,1.42673885822296,-1118250,1720380,"W","D8",1
"74292",6,2317.12915039062,178.281829833984,4.36586236953735,-1117830,1721220,"S","D8",1
"66637",6,2346.77563476562,183.257186889648,4.40858697891235,-1117080,1721700,"S","D8",1
"64703",6,2327.93359375,253.572311401367,2.18286514282227,-1117500,1721820,"W","D8",1
"647031",6,2327.93359375,253.572311401367,2.18286514282227,-1117500,1721820,"W","D8",1
"69520",5,2343.04077148438,255.225006103516,4.69374847412109,-1116990,1721520,"W","D8",1
"67592",5,2340.90600585938,239.7060546875,3.48923826217651,-1117230,1721640,"W","D8",1
"675921",5,2340.90600585938,239.7060546875,3.48923826217651,-1117230,1721640,"W","D8",1
"69508",6,2331.93774414062,226.266693115234,2.27132320404053,-1117350,1721520,"W","D8",1
"695031",6,2326.45825195312,142.864608764648,3.06303715705872,-1117500,1721520,"S","D8",1
"74299",6,2310.146484375,200.513488769531,3.83168458938599,-1117620,1721220,"S","D8",1
"81974",6,2314.65844726562,277.972595214844,2.74139475822449,-1117770,1720740,"W","D8",1
"819741",6,2314.65844726562,277.972595214844,2.74139475822449,-1117770,1720740,"W","D8",1
"80056",6,2313.7734375,334.724334716797,4.17145919799805,-1117710,1720860,"N","D8",1
"82936",6,2318.591796875,284.97509765625,3.13865923881531,-1117710,1720680,"W","D8",1
"82462",6,2326.26806640625,267.121551513672,1.89838778972626,-1117530,1720710,"W","D8",1
"86771",6,2312.84106445312,241.615585327148,2.28719878196716,-1117860,1720440,"W","D8",1
"86282",6,2296.64477539062,250.607131958008,2.26734852790833,-1118130,1720470,"W","D8",1
"82446",6,2303.83276367188,268.935150146484,2.43597102165222,-1118010,1720710,"W","D8",1
"83406",6,2304.38500976562,287.770263671875,2.62456846237183,-1118010,1720650,"W","D8",1
"83405",6,2303.23388671875,290.870635986328,2.46311163902283,-1118040,1720650,"W","D8",1
"89639",5,2295.56103515625,291.081268310547,1.95344603061676,-1118220,1720260,"W","D8",1
"92977",5,2272.8828125,311.907348632812,3.22015285491943,-1118880,1720050,"W","D8",1
"92021",5,2275.58056640625,281.538909912109,3.43863964080811,-1118760,1720110,"W","D8",1
"90590",5,2285.82690429688,286.178375244141,3.30138373374939,-1118490,1720200,"W","D8",1
"86279",6,2294.78002929688,237.430801391602,0.696188271045685,-1118220,1720470,"W","D8",1
"82439",5,2291.35278320312,320.282073974609,6.96604251861572,-1118220,1720710,"N","D8",1
"824391",5,2291.35278320312,320.282073974609,6.96604251861572,-1118220,1720710,"N","D8",1
"83412",5,2313.0380859375,274.280059814453,3.0241425037384,-1117830,1720650,"W","D8",1
"77639",6,2297.5556640625,215.614715576172,3.92632246017456,-1118220,1721010,"S","D8",1
"74283",6,2302.40551757812,308.148681640625,2.95194244384766,-1118100,1721220,"W","D8",1
"74763",6,2304.03125,312.743591308594,3.27970695495605,-1118100,1721190,"W","D8",1
"75720",6,2299.86572265625,267.649505615234,3.56475472450256,-1118190,1721130,"W","D8",1
"92495",6,2270.39868164062,217.950500488281,2.61572241783142,-1118940,1720080,"S","D8",1
"80050",6,2305.62158203125,293.373840332031,3.37839317321777,-1117890,1720860,"W","D8",1
"795674",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"795675",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"829241",5,2301.44897460938,287.614440917969,2.62284326553345,-1118070,1720680,"W","D8",1
"85322",6,2297.85180664062,230.759292602539,3.1353714466095,-1118130,1720530,"W","D8",1
"85799",6,2294.92993164062,230.497787475586,0.893527388572693,-1118220,1720500,"W","D8",1
"857981",6,2294.61181640625,186.405776977539,0.726505219936371,-1118250,1720500,"S","D8",1
"85785",5,2283.173828125,334.096557617188,2.14632558822632,-1118640,1720500,"N","D8",1
"75734",6,2302.80102539062,220.213134765625,5.21348667144775,-1117770,1721130,"S","D8",1
"81978",5,2320.59790039062,283.401123046875,3.70480036735535,-1117650,1720740,"W","D8",1
"81494",5,2314.37890625,275.231231689453,2.87412261962891,-1117770,1720770,"W","D8",1
"757301",6,2309.1201171875,168.894424438477,7.24799108505249,-1117890,1721130,"S","D8",1
"75248",6,2309.359375,220.000061035156,3.52439546585083,-1117950,1721160,"S","D8",1
"72852",6,2319.455078125,262.578582763672,3.89282393455505,-1117830,1721310,"W","D8",1
"728521",6,2319.455078125,262.578582763672,3.89282393455505,-1117830,1721310,"W","D8",1
"72379",6,2322.53002929688,138.518615722656,5.10230255126953,-1117620,1721340,"S","D8",1
"68540",6,2326.64038085938,285.499969482422,3.08783555030823,-1117590,1721580,"W","D8",1
"68063",6,2328.73315429688,229.636001586914,1.11758399009705,-1117500,1721610,"W","D8",1
"68056",5,2318.21997070312,293.995513916016,5.21357202529907,-1117710,1721610,"W","D8",1
"71409",6,2311.23315429688,273.784729003906,4.34174633026123,-1117920,1721400,"W","D8",1
"72368",5,2309.33715820312,266.657592773438,4.81642055511475,-1117950,1721340,"W","D8",1
"71888",6,2309.2509765625,265.147552490234,4.3001446723938,-1117950,1721370,"W","D8",1
"73801",6,2300.26416015625,240.512634277344,1.74828493595123,-1118160,1721250,"W","D8",1
"74761",6,2300.94897460938,287.157928466797,3.03761386871338,-1118160,1721190,"W","D8",1
"70445",6,2304.01782226562,198.437377929688,2.33451557159424,-1118040,1721460,"S","D8",1
"795676",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"795677",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"87234",4,2294.83764648438,175.87825012207,1.79587197303772,-1118370,1720410,"S","D8",1
"90580",6,2279.88940429688,192.732666015625,2.90514373779297,-1118790,1720200,"S","D8",1
"94892",6,2267.50659179688,289.255676269531,5.00133419036865,-1119030,1719930,"W","D8",1
"953702",6,2264.47436523438,280.607208251953,4.42416906356812,-1119090,1719900,"W","D8",1
"97776",2,2274.77758789062,239.270202636719,1.87197577953339,-1118910,1719750,"W","D8",1
"84832",6,2288.89575195312,294.126007080078,4.51459503173828,-1118430,1720560,"W","D8",1
"90121",5,2298.66967773438,295.438568115234,4.03109121322632,-1118160,1720230,"W","D8",1
"90599",6,2297.1982421875,309.917633056641,2.41497468948364,-1118220,1720200,"W","D8",1
"98735",2,2273.2783203125,222.892425537109,1.66352605819702,-1118940,1719690,"S","D8",1
"99220",6,2271.82592773438,251.929992675781,3.46032094955444,-1118790,1719660,"W","D8",1
"920251",5,2280.32348632812,293.775299072266,3.78539395332336,-1118640,1720110,"W","D8",1
"953703",6,2264.47436523438,280.607208251953,4.42416906356812,-1119090,1719900,"W","D8",1
"91536",6,2274.9423828125,191.461318969727,3.57726454734802,-1118910,1720140,"S","D8",1
"84369",6,2309.43676757812,275.850555419922,2.58126354217529,-1117920,1720590,"W","D8",1
"65188",6,2335.31860351562,239.897994995117,2.37325668334961,-1117350,1721790,"W","D8",1
"651881",6,2335.31860351562,239.897994995117,2.37325668334961,-1117350,1721790,"W","D8",1
"69483",6,2306.61743164062,220.240966796875,2.76788091659546,-1118100,1721520,"S","D8",1
"87697",5,2277.86987304688,312.325805664062,4.58299732208252,-1118880,1720380,"W","D8",1
"876971",5,2277.86987304688,312.325805664062,4.58299732208252,-1118880,1720380,"W","D8",1
"87702",2,2283.2119140625,264.949920654297,1.46560645103455,-1118730,1720380,"W","D8",1
"905891",6,2284.07641601562,243.039932250977,3.03183960914612,-1118520,1720200,"W","D8",1
"84838",6,2295.67163085938,186.220016479492,1.23212492465973,-1118250,1720560,"S","D8",1
"84358",6,2296.21704101562,236.506500244141,1.13131666183472,-1118250,1720590,"W","D8",1
"848381",6,2295.67163085938,186.220016479492,1.23212492465973,-1118250,1720560,"S","D8",1
"88665",6,2284.814453125,278.930816650391,3.26340270042419,-1118640,1720320,"W","D8",1
"91534",6,2273.56713867188,193.885971069336,2.81276035308838,-1118970,1720140,"S","D8",1
"915341",6,2273.56713867188,193.885971069336,2.81276035308838,-1118970,1720140,"S","D8",1
"91056",6,2276.24291992188,203.801162719727,2.56629204750061,-1118910,1720170,"S","D8",1
"90103",6,2282.54150390625,238.205032348633,2.66752409934998,-1118700,1720230,"W","D8",1
"829231",6,2300.36547851562,294.026611328125,2.6867139339447,-1118100,1720680,"W","D8",1
"795678",5,2297.14013671875,290.668121337891,7.71971273422241,-1117980,1720890,"W","D8",1
"77650",6,2296.07055664062,271.471099853516,3.37314081192017,-1117890,1721010,"W","D8",1
"85783",6,2281.95678710938,312.542114257812,5.20447731018066,-1118700,1720500,"W","D8",1
"91063",6,2279.97680664062,212.434783935547,4.88156890869141,-1118700,1720170,"S","D8",1
"92980",5,2277.02294921875,300.229461669922,4.27432823181152,-1118790,1720050,"W","D8",1
"94428",6,2286.52270507812,207.060501098633,2.31945443153381,-1118550,1719960,"S","D8",1
"94899",2,2279.20678710938,276.856018066406,2.56306195259094,-1118820,1719930,"W","D8",1
"814941",5,2314.37890625,275.231231689453,2.87412261962891,-1117770,1720770,"W","D8",1
"78617",5,2311.08276367188,242.804931640625,4.51465845108032,-1117680,1720950,"W","D8",1
"857881",6,2285.21337890625,305.747589111328,2.51504683494568,-1118550,1720500,"W","D8",1
"93938",2,2276.42309570312,297.915130615234,2.89410138130188,-1118850,1719990,"W","D8",1
"94414",5,2271.427734375,286.137145996094,4.90517473220825,-1118970,1719960,"W","D8",1
"92976",5,2271.57275390625,301.248657226562,2.9342999458313,-1118910,1720050,"W","D8",1
"915342",6,2273.56713867188,193.885971069336,2.81276035308838,-1118970,1720140,"S","D8",1
"83887",6,2306.39624023438,288.441802978516,2.7297580242157,-1117980,1720620,"W","D8",1
"82926",6,2303.91259765625,274.654205322266,2.48768520355225,-1118010,1720680,"W","D8",1
"73809",6,2313.28198242188,261.624206542969,4.36250114440918,-1117920,1721250,"W","D8",1
"77141",6,2276.05712890625,173.712432861328,3.39298343658447,-1118760,1721040,"S","D8",1
"89611",6,2272.7392578125,291.45947265625,5.35434055328369,-1119060,1720260,"W","D8",1
"90581",6,2280.32641601562,180.832931518555,3.02758979797363,-1118760,1720200,"S","D8",1
"98254",2,2272.48706054688,249.168426513672,1.97185611724854,-1118970,1719720,"W","D8",1
"948901",6,2264.42651367188,206.373611450195,3.81113171577454,-1119090,1719930,"S","D8",1
"94891",6,2265.39794921875,256.152893066406,3.38076257705688,-1119060,1719930,"W","D8",1
"95850",5,2266.65698242188,299.519287109375,5.7212610244751,-1119090,1719870,"W","D8",1
"958501",5,2266.65698242188,299.519287109375,5.7212610244751,-1119090,1719870,"W","D8",1
"100645",2,2260.87670898438,264.992401123047,2.27746415138245,-1119240,1719570,"W","D8",1
"99203",6,2260.45141601562,266.664215087891,4.0699610710144,-1119300,1719660,"W","D8",1
"104004",2,2258.67919921875,245.956604003906,2.60670924186707,-1119270,1719360,"W","D8",1
"101602",5,2256.55517578125,246.993118286133,2.9828097820282,-1119330,1719510,"W","D8",1
